age,gender,split,final,hours,minutes,seconds,total_minutes
31,"M","01:32:44","03:11:17",3,11,17,191.2833
35,"M","01:34:04","03:11:19",3,11,19,191.3167
51,"M","01:28:50","03:11:21",3,11,21,191.35
34,"M","01:27:17","03:11:21",3,11,21,191.35
51,"M","01:33:09","03:11:22",3,11,22,191.3667
46,"M","01:31:49","03:11:23",3,11,23,191.3833
36,"M","01:34:45","03:11:23",3,11,23,191.3833
55,"M","01:31:02","03:11:23",3,11,23,191.3833
44,"M","01:33:11","03:11:23",3,11,23,191.3833
45,"M","01:26:53","03:11:26",3,11,26,191.4333
47,"M","01:31:13","03:11:26",3,11,26,191.4333
39,"M","01:29:41","03:11:27",3,11,27,191.45
38,"W","01:32:44","03:11:27",3,11,27,191.45
42,"M","01:27:14","03:11:28",3,11,28,191.4667
55,"M","01:32:37","03:11:29",3,11,29,191.4833
40,"M","01:29:54","03:11:31",3,11,31,191.5167
39,"M","01:25:19","03:11:32",3,11,32,191.5333
27,"M","01:24:34","03:11:32",3,11,32,191.5333
33,"M","01:27:19","03:11:32",3,11,32,191.5333
46,"M","01:35:27","03:11:33",3,11,33,191.55
35,"M","01:32:08","03:11:33",3,11,33,191.55
26,"W","01:35:27","03:11:33",3,11,33,191.55
48,"M","01:33:15","03:11:33",3,11,33,191.55
30,"M","01:33:18","03:11:33",3,11,33,191.55
39,"M","01:33:15","03:11:33",3,11,33,191.55
34,"M","01:28:48","03:11:33",3,11,33,191.55
36,"M","01:26:54","03:11:35",3,11,35,191.5833
48,"M","01:30:31","03:11:36",3,11,36,191.6
33,"W","01:31:51","03:11:36",3,11,36,191.6
44,"M","01:25:18","03:11:37",3,11,37,191.6167
41,"W","01:34:54","03:11:38",3,11,38,191.6333
32,"W","01:31:06","03:11:39",3,11,39,191.65
46,"M","01:32:57","03:11:40",3,11,40,191.6667
25,"M","01:29:07","03:11:40",3,11,40,191.6667
29,"M","01:28:20","03:11:42",3,11,42,191.7
47,"M","01:30:55","03:11:44",3,11,44,191.7333
49,"M","01:27:47","03:11:44",3,11,44,191.7333
45,"M","01:28:47","03:11:45",3,11,45,191.75
41,"M","01:33:20","03:11:45",3,11,45,191.75
42,"M","01:25:32","03:11:45",3,11,45,191.75
40,"M","01:32:16","03:11:46",3,11,46,191.7667
45,"M","01:31:32","03:11:47",3,11,47,191.7833
33,"M","01:29:50","03:11:47",3,11,47,191.7833
33,"M","01:31:11","03:11:47",3,11,47,191.7833
44,"W","01:32:43","03:11:48",3,11,48,191.8
39,"M","01:32:23","03:11:49",3,11,49,191.8167
41,"M","01:33:10","03:11:55",3,11,55,191.9167
41,"M","01:26:47","03:11:58",3,11,58,191.9667
31,"M","01:32:34","03:11:59",3,11,59,191.9833
39,"M","01:34:31","03:11:59",3,11,59,191.9833
27,"M","01:31:01","03:11:59",3,11,59,191.9833
34,"M","01:28:06","03:12:00",3,12,0,192
34,"M","01:33:23","03:12:02",3,12,2,192.0333
44,"W","01:31:48","03:12:02",3,12,2,192.0333
47,"M","01:25:57","03:12:05",3,12,5,192.0833
53,"M","01:29:31","03:12:07",3,12,7,192.1167
40,"M","01:29:38","03:12:08",3,12,8,192.1333
39,"M","01:33:26","03:12:08",3,12,8,192.1333
23,"M","01:31:35","03:12:10",3,12,10,192.1667
48,"M","01:32:16","03:12:10",3,12,10,192.1667
49,"M","01:29:13","03:12:11",3,12,11,192.1833
32,"M","01:31:13","03:12:11",3,12,11,192.1833
36,"M","01:30:29","03:12:12",3,12,12,192.2
43,"M","01:33:36","03:12:12",3,12,12,192.2
45,"M","01:31:35","03:12:13",3,12,13,192.2167
24,"W","01:30:00","03:12:13",3,12,13,192.2167
36,"M","01:29:23","03:12:15",3,12,15,192.25
39,"M","01:30:46","03:12:15",3,12,15,192.25
28,"M","01:27:33","03:12:16",3,12,16,192.2667
38,"M","01:27:51","03:12:17",3,12,17,192.2833
42,"M","01:33:04","03:12:17",3,12,17,192.2833
53,"M","01:27:29","03:12:18",3,12,18,192.3
22,"W","01:29:16","03:12:18",3,12,18,192.3
42,"M","01:30:52","03:12:19",3,12,19,192.3167
43,"M","01:32:55","03:12:20",3,12,20,192.3333
51,"M","01:33:58","03:12:21",3,12,21,192.35
53,"M","01:33:37","03:12:21",3,12,21,192.35
42,"M","01:31:21","03:12:22",3,12,22,192.3667
29,"M","01:27:48","03:12:22",3,12,22,192.3667
31,"M","01:34:44","03:12:23",3,12,23,192.3833
53,"M","01:31:15","03:12:23",3,12,23,192.3833
29,"M","01:34:11","03:12:24",3,12,24,192.4
29,"W","01:32:43","03:12:25",3,12,25,192.4167
36,"M","01:33:41","03:12:25",3,12,25,192.4167
44,"M","01:33:38","03:12:25",3,12,25,192.4167
41,"M","01:32:03","03:12:26",3,12,26,192.4333
38,"M","01:31:23","03:12:27",3,12,27,192.45
33,"M","01:34:55","03:12:28",3,12,28,192.4667
34,"M","01:32:29","03:12:28",3,12,28,192.4667
41,"M","01:30:05","03:12:29",3,12,29,192.4833
48,"M","01:33:00","03:12:33",3,12,33,192.55
30,"M","01:34:22","03:12:33",3,12,33,192.55
34,"W","01:33:12","03:12:33",3,12,33,192.55
50,"M","01:31:14","03:12:35",3,12,35,192.5833
46,"M","01:31:19","03:12:35",3,12,35,192.5833
34,"M","01:30:30","03:12:36",3,12,36,192.6
39,"W","01:35:31","03:12:36",3,12,36,192.6
39,"M","01:25:16","03:12:36",3,12,36,192.6
48,"W","01:29:30","03:12:37",3,12,37,192.6167
42,"M","01:29:34","03:12:37",3,12,37,192.6167
49,"M","01:32:48","03:12:37",3,12,37,192.6167
53,"M","01:38:00","03:12:37",3,12,37,192.6167
44,"M","01:31:05","03:12:40",3,12,40,192.6667
43,"M","01:32:37","03:12:41",3,12,41,192.6833
30,"M","01:22:27","03:12:42",3,12,42,192.7
41,"M","01:26:25","03:12:42",3,12,42,192.7
44,"M","01:30:53","03:12:42",3,12,42,192.7
26,"M","01:26:17","03:12:42",3,12,42,192.7
29,"M","01:35:15","03:12:42",3,12,42,192.7
41,"M","01:28:02","03:12:43",3,12,43,192.7167
33,"W","01:31:38","03:12:43",3,12,43,192.7167
50,"M","01:31:10","03:12:45",3,12,45,192.75
48,"M","01:33:44","03:12:45",3,12,45,192.75
40,"M","01:30:19","03:12:46",3,12,46,192.7667
30,"M","01:34:52","03:12:46",3,12,46,192.7667
40,"M","01:35:09","03:12:47",3,12,47,192.7833
38,"M","01:32:08","03:12:47",3,12,47,192.7833
39,"W","01:35:13","03:12:47",3,12,47,192.7833
34,"M","01:27:00","03:12:48",3,12,48,192.8
40,"M","01:27:39","03:12:50",3,12,50,192.8333
38,"M","01:32:52","03:12:51",3,12,51,192.85
28,"W","01:32:39","03:12:51",3,12,51,192.85
38,"M","01:28:34","03:12:52",3,12,52,192.8667
45,"M","01:32:26","03:12:52",3,12,52,192.8667
40,"M","01:34:12","03:12:52",3,12,52,192.8667
48,"M","01:29:29","03:12:53",3,12,53,192.8833
28,"M","01:33:04","03:12:53",3,12,53,192.8833
30,"W","01:32:26","03:12:56",3,12,56,192.9333
38,"M","01:29:46","03:12:58",3,12,58,192.9667
29,"M","01:31:10","03:12:58",3,12,58,192.9667
49,"M","01:36:29","03:12:58",3,12,58,192.9667
32,"M","01:33:17","03:12:59",3,12,59,192.9833
30,"M","01:32:40","03:12:59",3,12,59,192.9833
35,"M","01:32:41","03:13:00",3,13,0,193
42,"W","01:39:41","03:13:01",3,13,1,193.0167
31,"M","01:38:55","03:13:02",3,13,2,193.0333
48,"M","01:35:15","03:13:02",3,13,2,193.0333
43,"M","01:33:35","03:13:04",3,13,4,193.0667
46,"M","01:32:11","03:13:05",3,13,5,193.0833
54,"M","01:33:33","03:13:05",3,13,5,193.0833
40,"M","01:32:57","03:13:05",3,13,5,193.0833
24,"M","01:31:11","03:13:06",3,13,6,193.1
49,"M","01:32:07","03:13:07",3,13,7,193.1167
48,"M","01:30:28","03:13:07",3,13,7,193.1167
48,"M","01:32:00","03:13:08",3,13,8,193.1333
39,"M","01:31:46","03:13:08",3,13,8,193.1333
37,"M","01:29:43","03:13:09",3,13,9,193.15
46,"M","01:35:05","03:13:10",3,13,10,193.1667
46,"M","01:27:25","03:13:11",3,13,11,193.1833
32,"W","01:35:19","03:13:11",3,13,11,193.1833
43,"M","01:30:24","03:13:11",3,13,11,193.1833
23,"M","01:32:00","03:13:12",3,13,12,193.2
31,"M","01:30:40","03:13:12",3,13,12,193.2
27,"W","01:32:03","03:13:13",3,13,13,193.2167
33,"M","01:25:24","03:13:13",3,13,13,193.2167
46,"M","01:26:57","03:13:13",3,13,13,193.2167
48,"W","01:34:47","03:13:13",3,13,13,193.2167
49,"M","01:33:56","03:13:13",3,13,13,193.2167
38,"M","01:25:37","03:13:15",3,13,15,193.25
32,"M","01:32:47","03:13:15",3,13,15,193.25
27,"W","01:30:03","03:13:15",3,13,15,193.25
27,"M","01:28:30","03:13:16",3,13,16,193.2667
43,"M","01:31:14","03:13:17",3,13,17,193.2833
38,"M","01:32:43","03:13:17",3,13,17,193.2833
45,"M","01:34:24","03:13:19",3,13,19,193.3167
35,"W","01:33:18","03:13:19",3,13,19,193.3167
41,"M","01:32:23","03:13:20",3,13,20,193.3333
49,"M","01:31:34","03:13:20",3,13,20,193.3333
49,"M","01:35:33","03:13:21",3,13,21,193.35
30,"M","01:30:25","03:13:21",3,13,21,193.35
41,"M","01:27:04","03:13:22",3,13,22,193.3667
45,"M","01:33:23","03:13:23",3,13,23,193.3833
36,"M","01:28:35","03:13:25",3,13,25,193.4167
43,"M","01:32:56","03:13:25",3,13,25,193.4167
53,"M","01:32:31","03:13:26",3,13,26,193.4333
48,"M","01:33:02","03:13:26",3,13,26,193.4333
30,"M","01:29:06","03:13:27",3,13,27,193.45
39,"M","01:33:12","03:13:27",3,13,27,193.45
39,"M","01:30:31","03:13:27",3,13,27,193.45
46,"M","01:31:59","03:13:27",3,13,27,193.45
40,"M","01:37:47","03:13:28",3,13,28,193.4667
38,"W","01:28:16","03:13:30",3,13,30,193.5
39,"W","01:35:15","03:13:30",3,13,30,193.5
38,"M","01:30:14","03:13:32",3,13,32,193.5333
49,"M","01:32:30","03:13:33",3,13,33,193.55
40,"M","01:30:35","03:13:34",3,13,34,193.5667
24,"M","01:35:43","03:13:34",3,13,34,193.5667
49,"M","01:30:54","03:13:34",3,13,34,193.5667
42,"W","01:33:18","03:13:35",3,13,35,193.5833
35,"M","01:39:25","03:13:36",3,13,36,193.6
28,"M","01:26:10","03:13:40",3,13,40,193.6667
36,"M","01:32:01","03:13:40",3,13,40,193.6667
38,"M","01:34:05","03:13:40",3,13,40,193.6667
27,"M","01:28:03","03:13:40",3,13,40,193.6667
30,"M","01:31:50","03:13:41",3,13,41,193.6833
36,"W","01:27:12","03:13:43",3,13,43,193.7167
42,"M","01:32:34","03:13:43",3,13,43,193.7167
41,"M","01:28:51","03:13:44",3,13,44,193.7333
45,"M","01:30:02","03:13:44",3,13,44,193.7333
45,"M","01:27:40","03:13:44",3,13,44,193.7333
35,"M","01:32:34","03:13:44",3,13,44,193.7333
25,"W","01:34:19","03:13:45",3,13,45,193.75
42,"M","01:30:11","03:13:45",3,13,45,193.75
58,"M","01:36:20","03:13:46",3,13,46,193.7667
39,"M","01:33:08","03:13:46",3,13,46,193.7667
47,"M","01:36:57","03:13:47",3,13,47,193.7833
38,"M","01:29:30","03:13:47",3,13,47,193.7833
34,"M","01:30:26","03:13:47",3,13,47,193.7833
34,"M","01:30:46","03:13:49",3,13,49,193.8167
48,"W","01:33:35","03:13:50",3,13,50,193.8333
43,"M","01:29:01","03:13:51",3,13,51,193.85
44,"M","01:34:30","03:13:51",3,13,51,193.85
38,"M","01:36:21","03:13:52",3,13,52,193.8667
47,"M","01:35:42","03:13:53",3,13,53,193.8833
43,"M","01:35:31","03:13:53",3,13,53,193.8833
50,"M","01:33:39","03:13:55",3,13,55,193.9167
39,"M","01:31:43","03:13:57",3,13,57,193.95
36,"M","01:38:36","03:13:58",3,13,58,193.9667
40,"M","01:33:58","03:13:58",3,13,58,193.9667
45,"M","01:29:40","03:13:59",3,13,59,193.9833
45,"M","01:33:00","03:13:59",3,13,59,193.9833
41,"M","01:33:25","03:13:59",3,13,59,193.9833
35,"M","01:29:36","03:14:00",3,14,0,194
38,"M","01:27:50","03:14:00",3,14,0,194
44,"M","01:35:24","03:14:00",3,14,0,194
39,"M","01:31:14","03:14:00",3,14,0,194
52,"M","01:31:30","03:14:00",3,14,0,194
29,"M","01:35:00","03:14:03",3,14,3,194.05
42,"M","01:33:03","03:14:03",3,14,3,194.05
37,"M","01:31:18","03:14:03",3,14,3,194.05
52,"M","01:29:25","03:14:05",3,14,5,194.0833
50,"M","01:32:03","03:14:05",3,14,5,194.0833
40,"M","01:36:33","03:14:05",3,14,5,194.0833
39,"M","01:38:32","03:14:07",3,14,7,194.1167
51,"M","01:30:26","03:14:07",3,14,7,194.1167
41,"M","01:35:16","03:14:07",3,14,7,194.1167
42,"W","01:34:53","03:14:08",3,14,8,194.1333
36,"M","01:31:58","03:14:09",3,14,9,194.15
35,"W","01:35:28","03:14:09",3,14,9,194.15
35,"M","01:32:19","03:14:09",3,14,9,194.15
37,"M","01:28:51","03:14:09",3,14,9,194.15
38,"M","01:21:14","03:14:09",3,14,9,194.15
55,"M","01:33:06","03:14:09",3,14,9,194.15
38,"M","01:29:17","03:14:10",3,14,10,194.1667
42,"M","01:31:38","03:14:10",3,14,10,194.1667
47,"M","01:31:29","03:14:10",3,14,10,194.1667
58,"M","01:34:15","03:14:11",3,14,11,194.1833
41,"W","01:35:46","03:14:11",3,14,11,194.1833
43,"W","01:29:46","03:14:11",3,14,11,194.1833
33,"M","01:33:48","03:14:13",3,14,13,194.2167
32,"M","01:20:57","03:14:13",3,14,13,194.2167
54,"M","01:30:24","03:14:15",3,14,15,194.25
55,"M","01:28:24","03:14:15",3,14,15,194.25
29,"M","01:38:09","03:14:15",3,14,15,194.25
38,"M","01:35:11","03:14:16",3,14,16,194.2667
54,"M","01:32:07","03:14:16",3,14,16,194.2667
46,"M","01:34:30","03:14:16",3,14,16,194.2667
46,"M","01:30:30","03:14:17",3,14,17,194.2833
31,"M","01:31:31","03:14:18",3,14,18,194.3
42,"M","01:34:17","03:14:18",3,14,18,194.3
40,"M","01:30:57","03:14:18",3,14,18,194.3
48,"M","01:35:09","03:14:19",3,14,19,194.3167
37,"M","01:33:42","03:14:19",3,14,19,194.3167
39,"M","01:35:08","03:14:20",3,14,20,194.3333
49,"M","01:33:48","03:14:20",3,14,20,194.3333
45,"M","01:34:19","03:14:21",3,14,21,194.35
50,"M","01:32:29","03:14:21",3,14,21,194.35
39,"M","01:31:35","03:14:21",3,14,21,194.35
55,"W","01:31:51","03:14:22",3,14,22,194.3667
45,"M","01:36:55","03:14:22",3,14,22,194.3667
33,"M","01:35:00","03:14:23",3,14,23,194.3833
50,"M","01:35:55","03:14:23",3,14,23,194.3833
33,"W","01:26:29","03:14:24",3,14,24,194.4
36,"M","01:36:00","03:14:24",3,14,24,194.4
50,"M","01:34:14","03:14:24",3,14,24,194.4
52,"M","01:34:19","03:14:26",3,14,26,194.4333
59,"M","01:26:50","03:14:27",3,14,27,194.45
46,"M","01:31:33","03:14:27",3,14,27,194.45
32,"M","01:29:24","03:14:28",3,14,28,194.4667
44,"M","01:34:12","03:14:28",3,14,28,194.4667
29,"M","01:33:19","03:14:30",3,14,30,194.5
47,"M","01:31:39","03:14:30",3,14,30,194.5
25,"M","01:30:41","03:14:31",3,14,31,194.5167
42,"M","01:31:54","03:14:31",3,14,31,194.5167
28,"M","01:30:54","03:14:33",3,14,33,194.55
45,"M","01:35:33","03:14:33",3,14,33,194.55
28,"M","01:31:53","03:14:33",3,14,33,194.55
38,"M","01:28:26","03:14:33",3,14,33,194.55
45,"M","01:25:40","03:14:33",3,14,33,194.55
42,"W","01:33:49","03:14:33",3,14,33,194.55
46,"M","01:32:06","03:14:34",3,14,34,194.5667
45,"M","01:33:48","03:14:34",3,14,34,194.5667
46,"M","01:34:41","03:14:35",3,14,35,194.5833
31,"M","01:30:01","03:14:36",3,14,36,194.6
45,"M","01:32:02","03:14:37",3,14,37,194.6167
47,"M","01:36:06","03:14:38",3,14,38,194.6333
38,"M","01:32:44","03:14:38",3,14,38,194.6333
25,"M","01:24:14","03:14:39",3,14,39,194.65
35,"W","01:31:41","03:14:40",3,14,40,194.6667
55,"M","01:29:54","03:14:40",3,14,40,194.6667
44,"M","01:31:54","03:14:41",3,14,41,194.6833
24,"M","01:25:48","03:14:41",3,14,41,194.6833
33,"M","01:28:21","03:14:41",3,14,41,194.6833
48,"M","01:32:35","03:14:41",3,14,41,194.6833
38,"M","01:35:05","03:14:42",3,14,42,194.7
36,"W","01:36:22","03:14:42",3,14,42,194.7
38,"M","01:30:46","03:14:42",3,14,42,194.7
48,"M","01:29:23","03:14:43",3,14,43,194.7167
52,"M","01:35:02","03:14:43",3,14,43,194.7167
43,"M","01:29:07","03:14:44",3,14,44,194.7333
41,"M","01:36:10","03:14:45",3,14,45,194.75
48,"M","01:34:14","03:14:46",3,14,46,194.7667
39,"W","01:36:10","03:14:46",3,14,46,194.7667
38,"M","01:32:46","03:14:47",3,14,47,194.7833
42,"M","01:31:48","03:14:47",3,14,47,194.7833
35,"M","01:27:59","03:14:48",3,14,48,194.8
33,"W","01:35:01","03:14:49",3,14,49,194.8167
46,"M","01:34:35","03:14:50",3,14,50,194.8333
23,"M","01:35:12","03:14:50",3,14,50,194.8333
35,"M","01:33:03","03:14:50",3,14,50,194.8333
28,"M","01:34:16","03:14:50",3,14,50,194.8333
31,"M","01:34:39","03:14:52",3,14,52,194.8667
40,"M","01:33:53","03:14:53",3,14,53,194.8833
35,"M","01:34:14","03:14:54",3,14,54,194.9
44,"M","01:32:33","03:14:54",3,14,54,194.9
51,"M","01:34:07","03:14:55",3,14,55,194.9167
37,"M","01:29:03","03:14:55",3,14,55,194.9167
48,"M","01:36:24","03:14:55",3,14,55,194.9167
48,"M","01:35:55","03:14:57",3,14,57,194.95
44,"M","01:29:24","03:15:00",3,15,0,195
38,"M","01:36:02","03:15:00",3,15,0,195
48,"M","01:33:10","03:15:01",3,15,1,195.0167
24,"W","01:33:28","03:15:01",3,15,1,195.0167
42,"W","01:32:34","03:15:02",3,15,2,195.0333
41,"M","01:35:43","03:15:03",3,15,3,195.05
32,"M","01:38:23","03:15:03",3,15,3,195.05
37,"M","01:30:05","03:15:03",3,15,3,195.05
30,"M","01:32:06","03:15:03",3,15,3,195.05
35,"M","01:33:09","03:15:03",3,15,3,195.05
24,"M","01:27:06","03:15:04",3,15,4,195.0667
40,"M","01:28:18","03:15:05",3,15,5,195.0833
45,"M","01:31:33","03:15:07",3,15,7,195.1167
57,"M","01:34:30","03:15:08",3,15,8,195.1333
31,"M","01:34:21","03:15:10",3,15,10,195.1667
44,"M","01:31:50","03:15:10",3,15,10,195.1667
42,"M","01:34:52","03:15:11",3,15,11,195.1833
37,"W","01:32:20","03:15:11",3,15,11,195.1833
31,"W","01:30:49","03:15:12",3,15,12,195.2
29,"W","01:35:36","03:15:12",3,15,12,195.2
39,"M","01:35:50","03:15:14",3,15,14,195.2333
41,"M","01:32:21","03:15:16",3,15,16,195.2667
39,"W","01:36:15","03:15:16",3,15,16,195.2667
32,"M","01:28:40","03:15:16",3,15,16,195.2667
40,"W","01:32:37","03:15:17",3,15,17,195.2833
52,"M","01:33:26","03:15:18",3,15,18,195.3
38,"M","01:37:06","03:15:18",3,15,18,195.3
34,"M","01:24:40","03:15:19",3,15,19,195.3167
45,"M","01:34:49","03:15:19",3,15,19,195.3167
42,"M","01:34:45","03:15:19",3,15,19,195.3167
42,"W","01:32:57","03:15:19",3,15,19,195.3167
19,"M","01:37:12","03:15:20",3,15,20,195.3333
50,"M","01:34:38","03:15:21",3,15,21,195.35
30,"W","01:34:27","03:15:21",3,15,21,195.35
39,"M","01:24:55","03:15:22",3,15,22,195.3667
41,"M","01:29:25","03:15:22",3,15,22,195.3667
19,"M","01:32:48","03:15:23",3,15,23,195.3833
38,"M","01:32:20","03:15:24",3,15,24,195.4
46,"M","01:28:59","03:15:24",3,15,24,195.4
45,"M","01:36:32","03:15:24",3,15,24,195.4
51,"M","01:38:54","03:15:25",3,15,25,195.4167
41,"W","01:34:56","03:15:25",3,15,25,195.4167
44,"M","01:36:55","03:15:25",3,15,25,195.4167
43,"M","01:35:38","03:15:26",3,15,26,195.4333
36,"M","01:33:30","03:15:26",3,15,26,195.4333
26,"M","01:21:42","03:15:27",3,15,27,195.45
45,"M","01:31:42","03:15:28",3,15,28,195.4667
29,"M","01:36:26","03:15:29",3,15,29,195.4833
33,"M","01:36:40","03:15:30",3,15,30,195.5
39,"M","01:34:47","03:15:30",3,15,30,195.5
41,"M","01:35:50","03:15:30",3,15,30,195.5
33,"M","01:33:50","03:15:30",3,15,30,195.5
49,"M","01:22:12","03:15:33",3,15,33,195.55
45,"M","01:37:45","03:15:34",3,15,34,195.5667
58,"M","01:34:55","03:15:34",3,15,34,195.5667
25,"W","01:37:18","03:15:34",3,15,34,195.5667
29,"M","01:37:56","03:15:35",3,15,35,195.5833
48,"M","01:33:41","03:15:35",3,15,35,195.5833
46,"M","01:34:54","03:15:36",3,15,36,195.6
36,"M","01:28:42","03:15:36",3,15,36,195.6
28,"M","01:34:59","03:15:37",3,15,37,195.6167
28,"W","01:33:38","03:15:38",3,15,38,195.6333
32,"M","01:32:07","03:15:38",3,15,38,195.6333
23,"M","01:23:57","03:15:39",3,15,39,195.65
43,"W","01:35:47","03:15:39",3,15,39,195.65
43,"M","01:29:35","03:15:39",3,15,39,195.65
47,"M","01:35:57","03:15:40",3,15,40,195.6667
49,"M","01:33:07","03:15:40",3,15,40,195.6667
28,"W","01:33:59","03:15:41",3,15,41,195.6833
33,"W","01:37:44","03:15:41",3,15,41,195.6833
45,"M","01:34:00","03:15:41",3,15,41,195.6833
44,"M","01:35:57","03:15:42",3,15,42,195.7
42,"M","01:33:31","03:15:43",3,15,43,195.7167
27,"W","01:37:30","03:15:44",3,15,44,195.7333
34,"M","01:17:45","03:15:45",3,15,45,195.75
39,"M","01:32:20","03:15:46",3,15,46,195.7667
33,"M","01:38:16","03:15:46",3,15,46,195.7667
37,"M","01:29:43","03:15:47",3,15,47,195.7833
33,"M","01:36:53","03:15:48",3,15,48,195.8
30,"W","01:32:36","03:15:48",3,15,48,195.8
43,"M","01:36:45","03:15:50",3,15,50,195.8333
44,"M","01:35:37","03:15:50",3,15,50,195.8333
39,"M","01:36:49","03:15:51",3,15,51,195.85
34,"M","01:31:43","03:15:51",3,15,51,195.85
51,"M","01:33:34","03:15:51",3,15,51,195.85
40,"M","01:30:22","03:15:51",3,15,51,195.85
39,"M","01:36:48","03:15:52",3,15,52,195.8667
28,"M","01:31:46","03:15:52",3,15,52,195.8667
39,"M","01:36:08","03:15:52",3,15,52,195.8667
36,"M","01:32:14","03:15:52",3,15,52,195.8667
43,"M","01:37:20","03:15:53",3,15,53,195.8833
35,"M","01:28:36","03:15:54",3,15,54,195.9
43,"M","01:34:51","03:15:54",3,15,54,195.9
44,"W","01:30:37","03:15:54",3,15,54,195.9
43,"W","01:35:43","03:15:55",3,15,55,195.9167
33,"W","01:32:06","03:15:55",3,15,55,195.9167
33,"M","01:35:23","03:15:55",3,15,55,195.9167
41,"M","01:28:47","03:15:55",3,15,55,195.9167
29,"M","01:36:53","03:15:56",3,15,56,195.9333
49,"M","01:32:36","03:15:56",3,15,56,195.9333
30,"M","01:32:53","03:15:58",3,15,58,195.9667
43,"M","01:33:30","03:15:58",3,15,58,195.9667
33,"M","01:34:34","03:16:00",3,16,0,196
41,"M","01:34:00","03:16:00",3,16,0,196
38,"M","01:30:49","03:16:01",3,16,1,196.0167
51,"M","01:33:37","03:16:01",3,16,1,196.0167
40,"M","01:29:38","03:16:02",3,16,2,196.0333
37,"M","01:29:01","03:16:03",3,16,3,196.05
31,"W","01:34:46","03:16:03",3,16,3,196.05
35,"M","01:35:09","03:16:04",3,16,4,196.0667
23,"M","01:33:39","03:16:04",3,16,4,196.0667
39,"M","01:36:02","03:16:05",3,16,5,196.0833
46,"M","01:29:22","03:16:05",3,16,5,196.0833
44,"M","01:36:26","03:16:05",3,16,5,196.0833
46,"M","01:32:57","03:16:05",3,16,5,196.0833
45,"M","01:37:22","03:16:07",3,16,7,196.1167
27,"M","01:25:22","03:16:08",3,16,8,196.1333
49,"M","01:36:20","03:16:09",3,16,9,196.15
27,"M","01:36:09","03:16:10",3,16,10,196.1667
57,"M","01:37:14","03:16:10",3,16,10,196.1667
36,"M","01:35:26","03:16:10",3,16,10,196.1667
29,"W","01:37:42","03:16:10",3,16,10,196.1667
45,"W","01:33:50","03:16:10",3,16,10,196.1667
36,"M","01:35:11","03:16:10",3,16,10,196.1667
34,"M","01:30:58","03:16:11",3,16,11,196.1833
44,"M","01:29:31","03:16:12",3,16,12,196.2
26,"M","01:32:54","03:16:12",3,16,12,196.2
41,"M","01:35:30","03:16:14",3,16,14,196.2333
43,"M","01:27:59","03:16:14",3,16,14,196.2333
31,"M","01:30:55","03:16:14",3,16,14,196.2333
48,"M","01:32:16","03:16:14",3,16,14,196.2333
37,"M","01:33:33","03:16:14",3,16,14,196.2333
23,"M","01:34:57","03:16:15",3,16,15,196.25
32,"M","01:29:06","03:16:16",3,16,16,196.2667
53,"M","01:32:50","03:16:16",3,16,16,196.2667
37,"W","01:32:20","03:16:16",3,16,16,196.2667
37,"M","01:35:24","03:16:16",3,16,16,196.2667
44,"M","01:35:02","03:16:18",3,16,18,196.3
39,"M","01:30:34","03:16:18",3,16,18,196.3
30,"M","01:29:20","03:16:19",3,16,19,196.3167
42,"W","01:31:35","03:16:19",3,16,19,196.3167
36,"M","01:35:25","03:16:19",3,16,19,196.3167
45,"M","01:33:45","03:16:19",3,16,19,196.3167
33,"M","01:32:33","03:16:21",3,16,21,196.35
38,"M","01:34:00","03:16:21",3,16,21,196.35
51,"M","01:31:19","03:16:21",3,16,21,196.35
41,"M","01:36:26","03:16:21",3,16,21,196.35
28,"M","01:31:43","03:16:22",3,16,22,196.3667
47,"M","01:31:44","03:16:24",3,16,24,196.4
52,"M","01:28:45","03:16:24",3,16,24,196.4
38,"M","01:35:47","03:16:24",3,16,24,196.4
29,"M","01:36:43","03:16:25",3,16,25,196.4167
44,"M","01:33:05","03:16:25",3,16,25,196.4167
45,"M","01:38:13","03:16:26",3,16,26,196.4333
52,"M","01:29:27","03:16:28",3,16,28,196.4667
33,"W","01:36:50","03:16:28",3,16,28,196.4667
46,"M","01:33:41","03:16:29",3,16,29,196.4833
34,"M","01:32:17","03:16:30",3,16,30,196.5
53,"M","01:30:57","03:16:31",3,16,31,196.5167
43,"M","01:36:06","03:16:31",3,16,31,196.5167
48,"M","01:34:37","03:16:32",3,16,32,196.5333
31,"M","01:33:35","03:16:33",3,16,33,196.55
37,"M","01:31:23","03:16:33",3,16,33,196.55
39,"M","01:33:02","03:16:33",3,16,33,196.55
32,"W","01:36:11","03:16:34",3,16,34,196.5667
32,"M","01:33:39","03:16:34",3,16,34,196.5667
27,"M","01:33:14","03:16:35",3,16,35,196.5833
41,"W","01:36:16","03:16:35",3,16,35,196.5833
38,"M","01:37:11","03:16:35",3,16,35,196.5833
51,"M","01:36:36","03:16:35",3,16,35,196.5833
45,"M","01:33:32","03:16:36",3,16,36,196.6
27,"M","01:30:53","03:16:36",3,16,36,196.6
36,"M","01:35:44","03:16:36",3,16,36,196.6
26,"M","01:35:38","03:16:38",3,16,38,196.6333
47,"M","01:36:07","03:16:39",3,16,39,196.65
43,"M","01:33:00","03:16:40",3,16,40,196.6667
40,"M","01:33:38","03:16:40",3,16,40,196.6667
