test_score,family_income,enrolled,graduated_college,round_test_score
-.7199936,145750.7,0,0,-1
3.596939,311705.8,0,1,3
-19.86985,164662.3,1,1,-20
-12.22465,108104,1,0,-13
-2.309982,299.4193,0,1,-3
-20.34615,-377268.3,0,1,-21
1.320145,-256757.4,1,1,1
-25.1092,32839.51,0,1,-26
-5.409866,184443.5,0,1,-6
3.5047,560890.4,1,1,3
-30.88215,286250.3,0,0,-31
15.99,253157.9,1,1,15
-25.65554,316670.9,0,1,-26
18.70865,360884.6,1,0,18
-17.20023,134514,0,1,-18
-4.187119,23273.07,1,0,-5
2.283821,30717.94,1,1,2
-23.20996,438493,0,1,-24
27.82596,266540.5,1,0,27
-4.299767,458847,1,1,-5
6.377075,234889.1,0,1,6
2.394104,-64210.49,1,1,2
-9.507084,358197.8,1,1,-10
-16.05676,164482.4,0,0,-17
.1339645,236656.3,1,1,0
-39.97844,-150875.3,1,0,-40
-.94944,15820.15,1,0,-1
8.122719,-236463.9,1,1,8
-6.38765,-200527.2,0,1,-7
-9.717896,-99559.09,0,0,-10
5.213905,698394,1,1,5
-11.66187,-297747.6,0,0,-12
20.83704,525813.4,1,0,20
-6.248344,-532170.6,0,1,-7
44.28659,325312.2,1,0,44
-6.042473,-188474.9,0,1,-7
-3.631119,172122.7,1,0,-4
-12.79882,200915.2,0,1,-13
-15.80698,396178.6,1,1,-16
-4.534706,86789.63,0,0,-5
.3204498,164220,1,1,0
7.042717,333681.1,1,1,7
-5.496811,-803.9721,0,0,-6
-30.71379,151879.3,0,0,-31
-5.944504,32298.8,1,1,-6
-28.63941,47526.95,0,1,-29
17.5621,333968.3,1,1,17
.5377884,239551.4,1,0,0
-25.89441,552116.3,0,1,-26
-23.06316,5414.502,1,1,-24
7.826096,185659.6,0,1,7
4.447533,372755.5,0,0,4
-22.18054,22035.04,0,1,-23
2.084801,93112.11,0,0,2
23.86072,518851.3,1,1,23
2.24791,327217,0,1,2
19.00893,554131.4,1,0,19
-16.88224,167678.5,0,0,-17
4.336365,-59342.75,1,1,4
-8.510448,416115.3,1,0,-9
-12.42166,21376.09,0,0,-13
-46.3832,42126.29,0,0,-47
1.461647,630448.6,1,0,1
-1.20105,-222207.9,0,1,-2
-15.5765,274774.2,0,0,-16
-11.5253,433860.5,0,0,-12
-4.008629,364866.8,1,1,-5
-11.06446,306868.1,0,1,-12
-10.3739,328169.3,0,1,-11
-1.029854,328876.2,1,1,-2
-8.724888,-145360.6,1,1,-9
-30.17374,104603.9,0,1,-31
-11.00489,155474.4,0,1,-12
-16.58262,-162714,0,0,-17
29.45968,422862.9,1,1,29
-17.79612,180192.7,0,1,-18
-12.8662,356386.2,1,1,-13
-12.89159,-283677,0,1,-13
-8.529907,-437595.9,0,0,-9
-20.6669,257253.7,1,1,-21
-18.50743,241535.1,0,0,-19
-14.80906,193200.4,1,0,-15
15.03189,294680,1,1,15
-.8416214,498998.1,0,1,-1
.8892136,231554.4,0,1,0
7.057152,554576.8,1,1,7
-17.0186,-357351.7,0,1,-18
-3.733627,493623.7,0,1,-4
11.58575,291202,1,0,11
-2.251259,423988.1,0,1,-3
-17.64007,508415.5,1,0,-18
23.42086,317393.6,0,0,23
18.64001,218907,1,1,18
-2.544945,592872.1,1,0,-3
4.219299,366431.3,1,1,4
27.13615,448434.1,1,0,27
10.55186,-939.5848,0,0,10
8.082024,57074.73,1,1,8
-1.698296,176121.8,0,1,-2
.4807281,123417.1,1,0,0
-5.431465,514355.2,0,0,-6
-3.666748,-350446.3,1,1,-4
-15.2561,-7383.379,0,0,-16
-18.92119,-507729.7,0,1,-19
-28.0956,-21131.03,0,0,-29
-1.560341,9434.201,1,1,-2
-4.641205,-38937.79,0,1,-5
-5.84214,290067.8,0,1,-6
-14.13939,286103.5,0,1,-15
-7.614975,151818.8,1,1,-8
27.77717,-63150.5,1,1,27
-24.27425,321958,0,1,-25
.1570053,198374.2,1,0,0
-3.243576,37774.44,1,0,-4
1.17469,602093.9,1,1,1
11.8545,392725.5,1,1,11
-6.251572,30465.37,0,1,-7
.1845474,63881.67,1,1,0
-20.78032,234710.7,0,0,-21
15.75475,597403.1,1,0,15
2.086372,413024.7,1,1,2
-12.29618,7771.816,1,1,-13
15.53689,460088.2,1,0,15
12.83215,448224.3,1,0,12
-12.16007,66621.59,1,1,-13
13.43786,568294.1,1,0,13
-15.20006,102305.3,1,1,-16
-10.43387,102311.5,0,1,-11
-9.250092,-30011.37,1,1,-10
-22.01708,244890.7,0,0,-23
-11.20126,418038.3,0,1,-12
-20.29411,50055.77,1,1,-21
11.43781,784192.2,0,1,11
7.801292,-49683.38,0,1,7
3.007141,8121.541,1,1,3
-8.340523,922415.6,0,0,-9
17.08941,437350.1,1,0,17
13.54111,569468.6,1,0,13
13.04198,479910.6,1,0,13
4.372292,202380,1,1,4
-18.35156,366661.2,0,0,-19
.8505707,133566,1,0,0
-27.63879,248243.2,0,1,-28
-20.02252,16270.52,0,1,-21
-10.63312,800772.9,0,0,-11
-1.400101,246853.8,0,1,-2
-1.452408,193688.7,1,1,-2
-19.51245,-65792.89,0,0,-20
-10.0099,-142896.9,0,1,-11
-6.27256,187441.1,1,0,-7
.8715744,278497.6,1,0,0
-3.710312,-104622.8,0,1,-4
-13.24083,-140133.9,1,1,-14
-21.18239,189992.5,0,0,-22
-21.25521,299054.1,0,1,-22
-31.06463,-374419.3,0,1,-32
-9.310566,208783.3,0,0,-10
13.19785,206747.1,1,1,13
-8.398178,473598.8,1,1,-9
1.438087,-137742.1,1,1,1
-32.63971,-108549.7,0,0,-33
5.840378,-161787.5,1,0,5
-24.42325,-266839,0,0,-25
-12.19733,209120.4,1,0,-13
-36.25137,-373140.2,0,1,-37
-4.514023,640676.6,0,1,-5
-20.93002,313732.1,0,0,-21
11.37234,740648.5,1,0,11
-3.213615,-401045.1,1,1,-4
1.366501,178278,1,1,1
-34.21164,287768,0,0,-35
-31.99484,104856.3,0,0,-32
-16.19345,-562696.6,0,0,-17
-2.492683,127256.2,1,1,-3
-7.05394,155829.2,0,0,-8
-24.73752,425255.6,0,1,-25
-32.02497,53915.04,0,1,-33
-27.02563,238389.4,0,0,-28
-21.30793,-316019.4,0,1,-22
-13.10798,25349.14,1,1,-14
-11.58214,74365.43,0,0,-12
-7.245003,194800,0,1,-8
-15.31054,-49551.73,0,0,-16
-9.350765,488987.8,0,0,-10
-26.55387,60642.71,0,1,-27
15.10274,181081.9,1,0,15
-6.017845,923858.6,1,0,-7
-2.20079,-112280,0,1,-3
-8.571209,150065,0,1,-9
-19.70811,-514880.5,0,1,-20
10.26101,-50225.29,1,1,10
3.428696,-223697.5,1,0,3
11.96505,-496383.4,1,0,11
-30.22557,540299,1,1,-31
-19.64239,118644.7,0,1,-20
7.40847,-261956,1,1,7
18.37041,110726.5,1,1,18
6.019447,854869.5,1,1,6
11.13816,59929.46,1,1,11
-10.85588,344049.5,1,1,-11
7.53508,-103949.6,1,1,7
-7.716545,-181048.9,0,0,-8
-5.60923,-46151.07,1,1,-6
-3.617096,115714.4,0,1,-4
-6.049583,317005.9,0,1,-7
11.33351,243235.7,1,1,11
-13.69777,-240786.8,0,0,-14
-8.648964,-401576.4,0,1,-9
13.67089,305017,1,1,13
-8.729958,391598.3,0,0,-9
2.341759,171604.2,1,1,2
-14.74509,633670.3,0,0,-15
-12.70102,233564.4,0,1,-13
-3.43911,657372.2,0,1,-4
-11.42788,246762.6,1,1,-12
-1.892586,-484479.9,0,0,-2
2.174797,933239.7,1,1,2
-10.44934,-355643.9,1,0,-11
-2.419525,-60406.04,0,1,-3
-24.34288,522310.5,0,0,-25
-5.471985,-70001.59,1,0,-6
3.412872,445461.3,0,0,3
17.54781,-333320.1,1,1,17
15.67747,531237.7,1,1,15
-3.022331,558011.6,1,1,-4
2.413818,142974.3,1,1,2
1.311272,-197525.1,1,1,1
-19.08262,192273.2,0,0,-20
10.50598,290533.1,1,0,10
-39.58811,74556.7,0,0,-40
-28.52745,385097,0,0,-29
-3.153458,-259771.3,0,1,-4
7.891777,669242.4,1,0,7
4.812561,62762.45,1,1,4
-14.12565,340028.3,1,1,-15
8.516937,290760.2,1,1,8
2.910347,589895.9,1,0,2
9.558479,-226584.5,1,0,9
20.61875,273214.6,1,0,20
-40.21976,660595.8,0,0,-41
3.82666,538593.2,1,0,3
-3.354393,-259928.6,0,1,-4
-12.01583,-193072.7,0,1,-13
11.53316,327466.1,1,0,11
-25.71162,162087.6,1,1,-26
17.20061,376353.1,1,1,17
-16.09029,263911.1,0,0,-17
-17.9651,168474.8,0,1,-18
-32.57738,510785.3,1,1,-33
4.655052,-93081.96,1,0,4
.9768906,616177.9,1,1,0
-19.98767,254711.1,0,0,-20
13.31546,119883,0,1,13
-13.88707,66307.3,0,0,-14
-23.97454,-692138,0,0,-24
-7.063812,-155864,0,1,-8
-6.665413,203301.5,1,1,-7
11.70153,193563.7,1,1,11
-21.14827,-113641.7,0,1,-22
15.24017,507066.1,1,0,15
9.603882,210886.8,1,1,9
-24.24887,-75782.66,0,1,-25
-24.17778,-98081.27,0,1,-25
-16.5451,179975.2,1,1,-17
24.96494,778033.6,1,1,24
-14.64442,-262312.5,0,0,-15
11.62962,445444.5,1,0,11
-3.327019,7489.891,1,1,-4
15.25534,663254.1,1,1,15
-5.741653,420531.6,1,1,-6
-20.25161,-54588.75,0,0,-21
-14.57715,438383.6,0,0,-15
13.98635,293895.9,1,0,13
-6.704445,352098.7,1,1,-7
-2.551239,176201.5,0,0,-3
9.283287,197694.1,1,1,9
-1.468498,312803.9,1,1,-2
-11.50388,168872,1,1,-12
-12.97638,265834,0,1,-13
-20.97973,372743.8,0,1,-21
-24.95242,-66813.13,1,1,-25
-12.57167,-17425.29,1,1,-13
4.613258,694760.9,1,1,4
-30.25304,326026.9,0,1,-31
-1.61853,-405529.6,1,1,-2
-39.86703,-402933.5,0,0,-40
1.664635,396004.4,0,1,1
-9.811462,68516.17,0,1,-10
-5.708534,551143.8,0,1,-6
-11.1396,301705.3,0,1,-12
-17.48292,137938.1,1,1,-18
-23.00026,-75093.81,0,1,-24
-7.503418,-48741.04,1,1,-8
-11.3013,358411.9,0,1,-12
-20.09093,617855.7,0,0,-21
-14.59394,143031.1,0,1,-15
22.97575,248588.4,1,1,22
-5.001045,-106550.5,1,0,-6
-3.361107,-110187.8,0,1,-4
-30.28488,431332.7,0,0,-31
-20.66219,-161671.9,0,0,-21
1.871086,-245230.3,1,0,1
-10.02542,-105706.4,0,1,-11
-13.95288,113014.1,0,1,-14
-9.118309,314989.1,1,1,-10
-16.87367,201176.7,0,1,-17
6.962219,161924.3,1,0,6
-29.73109,512561.4,0,1,-30
-4.169815,-135566.4,0,0,-5
-8.645374,196593.1,0,1,-9
-2.803047,-119350.4,0,1,-3
-2.400124,-368775,0,1,-3
-3.139282,449166.7,1,1,-4
3.897362,-405778,1,1,3
-27.07149,240510.1,0,1,-28
-25.55142,161765.5,0,0,-26
11.41383,-137239,1,0,11
-13.02515,21454.12,0,0,-14
-21.93557,-367535.8,1,0,-22
-14.80909,25632.97,1,0,-15
-15.847,317961.9,0,1,-16
15.63394,127844.6,0,0,15
22.33142,381796.7,1,0,22
-.9781189,11369.77,1,0,-1
5.129074,659949.4,1,1,5
-15.37796,386508.9,1,1,-16
4.597786,-85952.02,1,1,4
-18.99291,322009,0,0,-19
-14.64791,-96413.23,0,1,-15
-9.461159,67165.77,1,1,-10
13.85738,-135702.4,0,0,13
-14.7506,-315161.3,1,0,-15
13.81616,32090.59,0,1,13
-2.137924,403427.6,0,1,-3
32.56043,1094039,1,1,32
19.52019,297525.4,1,1,19
9.770805,2549.237,1,1,9
-8.109737,143760.7,0,1,-9
-5.307114,-86501.95,0,0,-6
-54.51394,-19121.32,0,1,-55
-8.84573,-105737.1,0,1,-9
-8.255981,60779.24,0,0,-9
-10.28057,383533.6,0,0,-11
6.65451,352893.4,1,1,6
18.88377,55253.49,1,1,18
-1.457314,530579.8,1,1,-2
6.706474,714333.3,1,0,6
4.686699,-420922.1,1,1,4
-26.37322,-10843.82,0,1,-27
-12.23886,296435.4,0,0,-13
-17.93637,-119200.6,0,1,-18
2.87117,515707.5,1,1,2
-11.66515,394814.6,1,1,-12
-17.18806,156771,0,1,-18
-34.78811,75800.34,0,1,-35
-29.75373,-105999.4,0,0,-30
-14.16581,315580.8,0,1,-15
-14.96272,420337.8,1,1,-15
21.36458,-345571.7,1,0,21
1.442253,714681.4,1,1,1
-19.02601,543693.3,1,1,-20
-4.991707,613045.9,1,1,-5
8.383957,143312.1,1,1,8
-14.62899,27134.28,0,1,-15
-28.97996,-58243.17,0,0,-29
-6.480011,-118730.9,0,1,-7
-17.7953,240401.6,0,0,-18
-17.781,602576.1,0,1,-18
4.321945,125692.4,1,0,4
15.77928,-230915.2,1,0,15
34.49957,-203633.3,1,1,34
-25.90602,133272.5,0,0,-26
-6.538002,164695.9,1,1,-7
-11.37045,450867.7,0,0,-12
27.65943,162151.5,1,1,27
-9.132591,-96291.59,0,1,-10
3.384979,368409.3,0,1,3
-28.85528,604826.6,1,1,-29
-27.92906,176071,0,0,-28
-12.37601,270221.7,0,0,-13
-11.25307,697157.2,0,1,-12
-16.03423,-207989.9,0,0,-17
-4.761131,-5942.117,0,1,-5
-41.03037,-28826.29,0,1,-42
6.785149,52091,1,0,6
-33.30647,-335236.4,0,1,-34
-15.90899,452273.3,0,0,-16
-.4905396,753655.7,0,0,-1
4.71946,-336815.9,0,0,4
-4.866745,408707.3,0,0,-5
11.03345,391322.8,1,0,11
-30.26296,248705.8,0,0,-31
8.674225,777942.3,1,1,8
24.44025,-113890.7,1,1,24
-2.967392,84934.66,0,1,-3
2.693848,321798.3,1,1,2
-25.22176,242472,0,1,-26
-19.31723,188869.4,0,1,-20
-14.04855,754560,0,0,-15
-15.36653,486749.6,1,1,-16
-11.74569,676456,0,1,-12
13.76082,624300.9,1,1,13
-24.63174,-89947.21,0,1,-25
-15.77744,-228343.5,0,0,-16
-10.88191,104950,1,0,-11
-9.501152,-95477.07,0,0,-10
6.530136,119587.2,0,1,6
-12.99345,572214.3,1,1,-13
-17.70107,373124.8,0,0,-18
-9.947426,97779.17,1,1,-10
-12.58746,72470.11,0,1,-13
8.290169,729971.4,0,0,8
-15.80938,147821.1,0,1,-16
-3.965981,265303.3,0,0,-4
-17.29441,-4042.302,1,1,-18
-28.24327,370958.1,0,1,-29
-9.669827,-80943.63,0,0,-10
-22.30977,260912.4,1,1,-23
10.74918,661830.1,1,1,10
-14.63576,102243.5,0,0,-15
-24.29639,200462.1,1,1,-25
-11.99594,137988.5,1,0,-12
.5418167,-41802.32,0,1,0
12.63855,-436915.4,1,0,12
-31.19596,-494819.2,0,0,-32
3.058784,-45576.13,1,1,3
17.57059,259171.6,1,0,17
-17.43885,-399039.4,1,1,-18
-.3191071,53869.12,1,1,-1
-22.77741,317608.5,0,0,-23
10.98241,865060.3,1,0,10
8.486343,405199.6,1,0,8
-16.26666,569782.3,0,1,-17
-9.677135,150593.2,0,0,-10
-.1291962,-116954.5,1,1,-1
-9.409115,52238.39,0,0,-10
-5.552963,1153845,0,0,-6
-19.9198,52454.16,1,1,-20
-25.94333,378226,1,1,-26
-9.832355,328109.1,0,0,-10
-12.69495,598110.8,0,1,-13
-6.295341,248566.3,1,1,-7
-43.97664,-10754.07,0,1,-44
44.48125,682521.3,1,0,44
-5.25531,316766.7,0,1,-6
-33.22375,694788.8,0,0,-34
-.5384827,-55078.17,0,0,-1
-59.535,1036756,0,1,-60
13.18066,248563.7,1,1,13
-9.549076,669090.5,0,1,-10
-6.99218,-2534.778,1,1,-7
7.092117,425297.4,0,1,7
12.00854,363686.1,1,1,12
24.88901,186068.6,1,1,24
-8.830944,789147.9,1,1,-9
-8.835979,182271.4,1,1,-9
-5.806633,-420036.6,0,1,-6
20.10302,-49132.52,1,0,20
14.61395,265894,1,1,14
-6.202789,-284648.8,0,1,-7
.7259827,370596.4,1,1,0
-5.771469,263310.5,1,1,-6
-3.077919,857221.9,1,0,-4
-12.45566,546394.9,1,1,-13
-.4584732,-376087,1,1,-1
-5.935051,-212022.7,0,0,-6
-15.8314,467003.7,0,0,-16
-17.40895,57078.73,0,0,-18
4.095474,66554.42,1,0,4
5.815033,256659.9,1,1,5
9.259834,461134.2,1,0,9
-33.0805,592156.1,0,0,-34
-14.24587,182278.7,1,1,-15
-26.63604,-27780.66,1,1,-27
2.804565,351823.7,0,1,2
-31.21796,416960.8,0,0,-32
-20.60367,-339314.6,0,1,-21
-16.16308,-484492.8,1,1,-17
-5.995247,251930.6,0,0,-6
-3.83992,-166437.3,1,1,-4
-13.16562,351480.5,0,1,-14
-6.178017,290318.5,0,1,-7
-26.05961,-203102.8,1,1,-27
12.56627,45297.41,1,0,12
-1.284821,234385.8,0,1,-2
-3.301262,443984.8,0,0,-4
-31.49615,-411758.4,1,1,-32
-11.55361,-165484.9,0,1,-12
-32.5337,-21816.11,0,0,-33
-3.335548,437737.1,0,1,-4
-15.78532,-286081.6,1,0,-16
-9.07539,-369030.5,0,1,-10
-10.41024,230400,0,1,-11
-6.702469,255091.3,1,1,-7
-8.222641,516066.2,0,1,-9
-36.53341,-435470.7,0,1,-37
8.265594,536487.9,0,0,8
-20.96404,-266023.2,0,1,-21
-5.235992,369723,0,0,-6
-15.19076,-426182.6,1,0,-16
-14.5663,4244.851,0,0,-15
-32.51997,496950,0,0,-33
-8.871914,187853.5,0,0,-9
2.396088,315455.4,1,1,2
-6.380501,-106286.8,0,1,-7
-19.40555,236379.1,0,1,-20
2.474922,278165.9,0,1,2
2.394775,410509.1,1,1,2
-21.05628,300857.8,1,1,-22
-19.94727,-170371.2,0,1,-20
7.215477,512303.8,1,1,7
-11.81046,302092.6,0,0,-12
.9184113,593522.7,1,1,0
-8.365326,-318234.7,1,1,-9
-12.18117,216229.8,1,1,-13
-4.239838,537128.6,0,0,-5
-13.05111,266465.7,1,1,-14
-5.50177,-11283.78,0,0,-6
-4.080666,-77180.9,1,1,-5
-5.689453,-344065.8,0,0,-6
-12.28278,314459,0,0,-13
27.14935,405077.2,1,0,27
-.5407486,-72561.21,0,1,-1
-43.59851,67818.16,0,1,-44
-28.41152,-124393.4,0,1,-29
2.95192,772888.5,1,0,2
5.536476,153178.8,1,0,5
12.79698,414392.7,1,1,12
-4.548698,329453.4,0,0,-5
-29.2568,446486.7,0,0,-30
-16.66845,160877.4,0,0,-17
6.188522,161884.5,1,0,6
-.1270981,-596050.1,0,1,-1
.6411057,288751.3,0,1,0
4.133881,257596.8,1,0,4
28.25613,643082.5,1,1,28
-23.30007,154137,0,1,-24
-5.213425,-590916,0,0,-6
-2.310715,-420110.9,0,0,-3
6.26947,612668.8,1,1,6
-34.97932,76614.13,0,0,-35
2.15123,-151899,0,0,2
-6.465446,112760.9,0,1,-7
-8.948994,391208.3,0,1,-9
11.16329,293830.1,1,1,11
2.379967,-287013.2,0,1,2
2.061607,575484.6,1,1,2
10.26212,-23400.88,0,1,10
-26.48237,745159.4,1,0,-27
4.86837,-137084.3,1,1,4
-3.217064,96123.29,1,1,-4
-.4696808,545530.6,0,1,-1
.1620407,-450833.5,1,0,0
-16.66581,127718.9,0,0,-17
-14.10019,531708.7,1,0,-15
-6.141182,-293430.3,1,1,-7
-13.56464,815236.6,1,1,-14
-11.65626,189315.1,0,1,-12
16.99145,-133927.7,1,0,16
-5.587395,261308.2,0,0,-6
-31.47549,57436.43,0,1,-32
-25.80105,340206,0,0,-26
16.83233,665464.4,1,1,16
-48.10369,-180931.2,0,1,-49
-15.56182,229556.4,0,0,-16
6.188599,424611.5,1,0,6
-13.31311,269201.5,0,1,-14
-19.32036,253399.1,1,1,-20
-8.06472,349942.6,1,1,-9
.6321716,648106.4,1,0,0
21.77584,588429.1,1,0,21
-21.35363,300294.4,0,1,-22
16.57855,153889.3,1,0,16
-44.26439,-291442,0,0,-45
-12.79559,-136025.2,1,1,-13
5.282089,172496.5,1,1,5
-12.8696,-50423.49,0,0,-13
-7.539345,289679.6,0,0,-8
-5.046921,-11724.93,0,0,-6
-2.318031,270815.3,1,0,-3
-15.25583,149228.9,0,1,-16
25.76662,444097.6,1,1,25
-3.599525,-59755.32,0,1,-4
7.297531,175692.9,1,1,7
8.308418,479065.1,1,0,8
12.15069,-18551.15,1,0,12
-14.03186,587231.8,0,1,-15
-3.093063,710375.5,0,1,-4
-12.14491,314581.6,0,1,-13
-3.589943,235435.9,1,1,-4
-20.79477,-16805.55,1,1,-21
13.00134,435177.3,1,1,13
-12.73137,188185.6,0,0,-13
-18.96316,199836.3,1,0,-19
-2.595055,-287284.2,0,0,-3
-8.716888,-497127.7,0,0,-9
-47.9275,-517000,0,1,-48
-19.08726,-230769,0,0,-20
-6.020164,190452.2,1,0,-7
-10.7426,351023.1,0,0,-11
5.997612,-8733.985,1,0,5
-13.84197,194881.9,0,1,-14
-16.5063,282607,0,1,-17
17.15292,383044,1,1,17
1.416489,-87049.44,1,1,1
-1.473396,-295793.1,0,0,-2
-12.79729,42890.01,0,1,-13
-31.51993,149529.1,0,0,-32
-1.664047,427320.7,0,0,-2
-2.318687,-82465.18,1,1,-3
-8.779945,47729.56,1,1,-9
17.25748,300345.6,1,1,17
-7.696457,197653.2,0,0,-8
-10.42676,590150.7,1,1,-11
-7.624596,-553505.9,1,1,-8
7.66993,606035.9,1,0,7
-7.268929,235180.7,0,0,-8
-11.48716,-72945.94,0,1,-12
-26.134,316980,0,1,-27
-16.98204,289644.1,0,1,-17
6.404396,273559.1,1,1,6
-12.51416,-157064.2,0,0,-13
2.144569,-412041,0,0,2
-13.63887,76906.88,1,1,-14
-9.095169,578280.8,0,0,-10
4.6698,973355.1,1,1,4
-4.082542,-267692,1,1,-5
-18.6233,-334074.6,0,1,-19
-2.75161,94045.33,1,1,-3
-16.23296,666024.4,0,0,-17
-25.43008,201255.4,0,0,-26
1.509064,558366.6,1,1,1
4.129082,417892.5,1,1,4
-2.580009,90131.59,0,0,-3
1.226257,714898.3,1,1,1
-21.6168,50937.03,1,1,-22
16.46495,987035.3,1,0,16
12.12166,633116.3,1,0,12
-1.079254,472962.9,1,0,-2
2.32663,301282.6,1,1,2
33.93461,459851.3,0,1,33
-17.34724,168035.2,1,1,-18
-10.94543,625248.6,0,1,-11
-16.19939,584626.8,0,1,-17
2.435493,625020.3,1,1,2
19.90675,281982.8,0,0,19
-37.84931,504471.2,0,0,-38
-19.1857,184024,0,0,-20
7.874779,471495.7,1,1,7
-17.03034,-125498.2,0,0,-18
-25.22833,422849.6,1,1,-26
-13.91763,-230966.8,0,1,-14
-32.21319,391525.3,0,0,-33
-28.45556,-351223.5,0,0,-29
8.989113,-21043.34,1,1,8
3.855339,164619.7,1,1,3
11.00917,302795.4,1,1,11
-19.66192,120300.9,1,1,-20
.2463303,75931.59,1,1,0
-5.780022,617592.8,0,1,-6
-9.148239,-374043,0,0,-10
-12.20486,203229.6,0,0,-13
-6.386627,-476001.4,1,0,-7
17.01198,-1290.649,1,0,17
9.18663,201465.4,0,0,9
1.51181,-157117.7,1,1,1
-5.749435,223827.5,0,1,-6
-25.45833,-243880,0,0,-26
-25.6637,612235.4,0,0,-26
.7843552,-127396.7,1,1,0
-30.93218,-60075.27,0,1,-31
-16.4687,-34865.81,0,1,-17
-15.11526,-103248.9,0,0,-16
16.7232,208104.1,1,0,16
-13.52628,-265193.1,0,0,-14
-.5259171,438786.8,0,1,-1
-8.204494,269395.6,1,1,-9
17.82677,36706.6,1,1,17
-8.439377,-136047.1,0,1,-9
2.816544,327634.3,0,1,2
9.501678,181566.5,1,1,9
-8.720592,-190308.9,1,1,-9
27.20761,426823.8,1,0,27
-20.48623,137651.3,0,0,-21
-30.80151,-77137.1,0,1,-31
-5.250038,-305639.8,0,1,-6
-9.950497,123556.2,1,1,-10
7.20929,-372262.8,1,1,7
-28.46194,62985.8,0,1,-29
-20.06745,673110.1,0,1,-21
-29.65857,340904.6,1,0,-30
13.78262,350456.5,1,1,13
-15.7044,6121.144,0,1,-16
11.30225,414824.9,1,0,11
-9.250023,-100991.1,1,1,-10
-35.87717,12486.21,0,0,-36
-12.58799,147568.3,1,0,-13
11.01916,673377.2,1,1,11
-5.928864,-638600.1,0,1,-6
.3806229,140679,1,1,0
17.4449,-104099,1,0,17
-10.29535,17204.73,0,0,-11
13.21187,-237457.5,1,1,13
-24.53122,-55765.84,0,0,-25
-5.644615,-70766.2,1,0,-6
-32.0195,252896.4,0,1,-33
12.77379,-117147.3,1,1,12
5.334816,210518.7,0,0,5
8.764336,-76052.42,1,0,8
-2.231956,137577.7,0,0,-3
-35.94312,590249,0,1,-36
-3.148453,-59849.72,1,1,-4
-20.01019,63955.38,1,1,-21
2.81955,299164.7,1,1,2
-13.33563,787870,0,1,-14
-10.35255,308957,0,1,-11
-16.24401,-218931.6,0,1,-17
-15.02755,-214388.4,0,1,-16
-24.11005,222795,0,0,-25
7.027344,540396.2,1,1,7
-.2239609,212.809,0,0,-1
-15.29925,241367.7,0,1,-16
-36.75188,31270.33,1,1,-37
1.939537,642137.8,1,1,1
-24.32655,-412009.9,0,0,-25
23.0854,112301.3,1,1,23
.5259476,193606.6,1,1,0
18.61802,262966,1,1,18
-15.34536,-416832.3,0,1,-16
17.81982,294007.2,1,1,17
11.96902,321367.2,1,0,11
-14.98655,17646.77,0,0,-15
8.54306,245677.6,1,1,8
-19.83869,36798.48,1,1,-20
-10.66695,317650.7,0,1,-11
10.43501,281656.5,1,1,10
12.35193,49145.88,1,1,12
-27.92836,2349.875,0,1,-28
-28.00619,348423.6,0,1,-29
-.7908325,92906.08,1,0,-1
-24.45983,323928.3,1,0,-25
11.4576,172176.7,0,0,11
-12.61246,-122059.5,1,0,-13
-10.3743,255132.6,1,1,-11
4.080345,-312958.8,1,1,4
-27.70127,-14638.73,0,0,-28
-.4112396,-29647.77,1,1,-1
-16.972,-214891.3,0,1,-17
21.60017,513344.9,1,1,21
-10.76737,243586.9,1,0,-11
-22.07518,341823.3,0,1,-23
-25.75073,23728.06,0,1,-26
1.960831,-403488.1,1,1,1
-22.08603,-57798.18,0,1,-23
1.572243,68964.55,1,0,1
-14.14862,-158281.1,0,1,-15
-9.159561,17148.66,0,1,-10
6.35685,149539.3,0,1,6
12.1757,-109894.4,1,1,12
-.1583023,76975.4,1,1,-1
-9.408848,436496.8,0,0,-10
-16.92273,114229.8,0,0,-17
-28.64028,238406.3,0,1,-29
-6.479996,422112.8,0,0,-7
6.295181,441429.1,0,1,6
-10.6033,630824.8,1,1,-11
-15.38312,601396,0,1,-16
-14.31493,205591.7,0,1,-15
16.41206,233429.1,1,0,16
-14.36068,192484,1,1,-15
7.886818,-5848.391,1,1,7
-8.030544,352706.7,0,1,-9
18.31897,129326,1,1,18
13.91408,-65816.88,1,1,13
-21.90711,-87.66685,1,1,-22
-10.77443,565333.8,1,1,-11
-17.67495,-456528.5,0,0,-18
-24.63556,331978.3,0,1,-25
-1.141373,198752.4,0,0,-2
-35.08778,-203208.5,0,1,-36
-3.92131,389257.4,0,0,-4
-9.998608,852869.6,1,0,-10
-19.18134,370937.6,0,0,-20
19.23921,20430.08,1,0,19
17.82261,187617.5,0,1,17
-8.250565,-107415,0,1,-9
-15.98792,262720.5,0,1,-16
-11.06396,-47689.01,1,1,-12
8.001137,-388309.4,1,0,8
2.407494,-303815.5,0,0,2
-1.154053,-392134.2,1,1,-2
-5.074455,-310076.8,0,0,-6
-3.738457,-105696.6,0,1,-4
-7.153496,277685.7,1,1,-8
-25.27797,234369.1,0,1,-26
5.270142,430207,1,0,5
-1.077332,-390078.8,1,1,-2
1.093018,98472.41,1,0,1
-11.87402,-427660.2,0,1,-12
-16.18661,552953,0,1,-17
-28.73725,98239.43,1,1,-29
